locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDBKNKLP_02169	CDS	267				hypothetical protein
IDBKNKLP_02170	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
IDBKNKLP_02171	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
IDBKNKLP_02172	CDS	294	yafN		COG2161	Antitoxin YafN
IDBKNKLP_02173	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
IDBKNKLP_02174	CDS	636	lafU		COG1360	Chemotaxis protein LafU
IDBKNKLP_02175	CDS	1740	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
IDBKNKLP_02176	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
IDBKNKLP_02177	CDS	774				hypothetical protein
IDBKNKLP_02178	CDS	261	dinJ			Antitoxin DinJ
IDBKNKLP_02179	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
IDBKNKLP_02180	CDS	741				hypothetical protein
IDBKNKLP_02181	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
IDBKNKLP_02182	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
IDBKNKLP_02183	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
IDBKNKLP_02184	CDS	474	ivy			Inhibitor of vertebrate lysozyme
IDBKNKLP_02185	CDS	771	yafV	3.5.1.3		Omega-amidase YafV
IDBKNKLP_02186	CDS	1137				ISAs1 family transposase ISEc1
IDBKNKLP_02187	CDS	354				hypothetical protein
IDBKNKLP_02188	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_02189	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_02190	CDS	786				hypothetical protein
IDBKNKLP_02191	tRNA	77				tRNA-Asp(gtc)
IDBKNKLP_02192	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
IDBKNKLP_02193	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
IDBKNKLP_02194	CDS	723				hypothetical protein
IDBKNKLP_02195	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
IDBKNKLP_02196	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
IDBKNKLP_02197	CDS	624	ycgJ	2.1.1.-		putative methyltransferase YcgJ
IDBKNKLP_02198	CDS	780				hypothetical protein
IDBKNKLP_02199	CDS	915	dmlR_3			HTH-type transcriptional regulator DmlR
IDBKNKLP_02200	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
IDBKNKLP_02201	tRNA	77				tRNA-Asp(gtc)
IDBKNKLP_02202	CDS	1869	kup			Low affinity potassium transport system protein kup
IDBKNKLP_02203	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
IDBKNKLP_02204	CDS	1452	viaA		COG2425	Protein ViaA
IDBKNKLP_02205	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
IDBKNKLP_02206	CDS	459	asnC		COG1522	Regulatory protein AsnC
IDBKNKLP_02207	CDS	444	mioC		COG0716	Protein MioC
IDBKNKLP_02208	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
IDBKNKLP_02209	CDS	396	rsmG_1	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
IDBKNKLP_02210	CDS	186	rsmG_2	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
IDBKNKLP_02211	CDS	381	atpI		COG3312	ATP synthase protein I
IDBKNKLP_02212	CDS	816	atpB		COG0356	ATP synthase subunit a
IDBKNKLP_02213	CDS	240	atpE		COG0636	ATP synthase subunit c
IDBKNKLP_02214	CDS	471	atpF		COG0711	ATP synthase subunit b
IDBKNKLP_02215	CDS	534	atpH		COG0712	ATP synthase subunit delta
IDBKNKLP_02216	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
IDBKNKLP_02217	CDS	864	atpG		COG0224	ATP synthase gamma chain
IDBKNKLP_02218	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
IDBKNKLP_02219	CDS	420	atpC		COG0355	ATP synthase epsilon chain
IDBKNKLP_02220	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
IDBKNKLP_02221	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
IDBKNKLP_02222	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
IDBKNKLP_02223	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
IDBKNKLP_02224	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
IDBKNKLP_02225	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
IDBKNKLP_02226	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
IDBKNKLP_02227	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
IDBKNKLP_02228	CDS	1878	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IDBKNKLP_02229	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
IDBKNKLP_02230	CDS	1617	bglH_1		COG4580	Cryptic outer membrane porin BglH
IDBKNKLP_02231	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
IDBKNKLP_02232	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
IDBKNKLP_02233	CDS	588				hypothetical protein
IDBKNKLP_02234	CDS	474	cbrB			Inner membrane protein CbrB
IDBKNKLP_02235	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
IDBKNKLP_02236	CDS	1338	adeP		COG2252	Adenine permease AdeP
IDBKNKLP_02237	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
IDBKNKLP_02238	CDS	750				hypothetical protein
IDBKNKLP_02239	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
IDBKNKLP_02240	CDS	1176	mdtL			Multidrug resistance protein MdtL
IDBKNKLP_02241	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
IDBKNKLP_02242	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
IDBKNKLP_02243	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
IDBKNKLP_02244	CDS	1647	yidC			Membrane protein insertase YidC
IDBKNKLP_02245	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
IDBKNKLP_02246	CDS	141	rpmH		COG0230	50S ribosomal protein L34
IDBKNKLP_02247	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
IDBKNKLP_02248	CDS	1101	dnaN		COG0592	Beta sliding clamp
IDBKNKLP_02249	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
IDBKNKLP_02250	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
IDBKNKLP_02251	CDS	399				hypothetical protein
IDBKNKLP_02252	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
IDBKNKLP_02253	CDS	657				hypothetical protein
IDBKNKLP_02254	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
IDBKNKLP_02255	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
IDBKNKLP_02256	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
IDBKNKLP_02257	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
IDBKNKLP_02258	CDS	1293	dgoT			D-galactonate transporter
IDBKNKLP_02259	CDS	1065	cbrA		COG0644	Protein CbrA
IDBKNKLP_02260	CDS	1215				hypothetical protein
IDBKNKLP_02261	CDS	261				hypothetical protein
IDBKNKLP_02262	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
IDBKNKLP_02263	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
IDBKNKLP_02264	CDS	1662	aspT_2			Aspartate/alanine antiporter
IDBKNKLP_02265	CDS	486	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
IDBKNKLP_02266	CDS	1617				hypothetical protein
IDBKNKLP_02267	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
IDBKNKLP_02268	CDS	894	rhaR_2			HTH-type transcriptional activator RhaR
IDBKNKLP_02269	CDS	1716	yidK		COG4146	putative symporter YidK
IDBKNKLP_02270	CDS	1494		3.1.6.-		Ulvan-active sulfatase
IDBKNKLP_02271	CDS	450	yidI			Inner membrane protein YidI
IDBKNKLP_02272	CDS	348	yidH		COG2149	Inner membrane protein YidH
IDBKNKLP_02273	CDS	363	yidG			Inner membrane protein YidG
IDBKNKLP_02274	CDS	498				hypothetical protein
IDBKNKLP_02275	CDS	1185	emrD			Multidrug resistance protein D
IDBKNKLP_02276	CDS	90	tisB			Small toxic protein TisB
IDBKNKLP_02277	CDS	99				hypothetical protein
IDBKNKLP_02278	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
IDBKNKLP_02279	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
IDBKNKLP_02280	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
IDBKNKLP_02281	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
IDBKNKLP_02282	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
IDBKNKLP_02283	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
IDBKNKLP_02284	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
IDBKNKLP_02285	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
IDBKNKLP_02286	CDS	453				hypothetical protein
IDBKNKLP_02287	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
IDBKNKLP_02288	CDS	294				hypothetical protein
IDBKNKLP_02289	CDS	819	nlpA		COG1464	Lipoprotein 28
IDBKNKLP_02290	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
IDBKNKLP_02291	CDS	1185	setC			Sugar efflux transporter C
IDBKNKLP_02292	CDS	846				hypothetical protein
IDBKNKLP_02293	CDS	198				hypothetical protein
IDBKNKLP_02294	CDS	489				hypothetical protein
IDBKNKLP_02295	CDS	1125			COG2826	IS30 family transposase IS30
IDBKNKLP_02296	CDS	357				hypothetical protein
IDBKNKLP_02297	CDS	3498				hypothetical protein
IDBKNKLP_02298	CDS	186				IS3 family transposase ISEc48
IDBKNKLP_02299	CDS	156				hypothetical protein
IDBKNKLP_02300	CDS	375				hypothetical protein
IDBKNKLP_02301	CDS	312				hypothetical protein
IDBKNKLP_02302	CDS	1164				hypothetical protein
IDBKNKLP_02303	CDS	486				Single-stranded DNA-binding protein
IDBKNKLP_02304	CDS	2382				hypothetical protein
IDBKNKLP_02305	CDS	1302	exuT_3			Hexuronate transporter
IDBKNKLP_02306	CDS	1071	cytR_1		COG1609	HTH-type transcriptional repressor CytR
IDBKNKLP_02307	CDS	1044				hypothetical protein
IDBKNKLP_02308	CDS	1185	intS_1		COG0582	Prophage integrase IntS
IDBKNKLP_02309	tRNA	95				tRNA-SeC(tca)
IDBKNKLP_02310	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
IDBKNKLP_02311	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
IDBKNKLP_02312	CDS	1710				hypothetical protein
IDBKNKLP_02313	CDS	1392	xanP		COG2233	Xanthine permease XanP
IDBKNKLP_02314	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
IDBKNKLP_02315	CDS	867				hypothetical protein
IDBKNKLP_02316	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
IDBKNKLP_02317	CDS	690	trmH_1	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
IDBKNKLP_02318	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
IDBKNKLP_02319	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
IDBKNKLP_02320	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
IDBKNKLP_02321	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
IDBKNKLP_02322	CDS	618				hypothetical protein
IDBKNKLP_02323	CDS	825				hypothetical protein
IDBKNKLP_02324	CDS	864				hypothetical protein
IDBKNKLP_02325	CDS	717	rph	2.7.7.56		Ribonuclease PH
IDBKNKLP_02326	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IDBKNKLP_02327	CDS	597	slmA			Nucleoid occlusion factor SlmA
IDBKNKLP_02328	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
IDBKNKLP_02329	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IDBKNKLP_02330	CDS	669				hypothetical protein
IDBKNKLP_02331	CDS	237	rpmB		COG0227	50S ribosomal protein L28
IDBKNKLP_02332	CDS	168	rpmG		COG0267	50S ribosomal protein L33
IDBKNKLP_02333	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
IDBKNKLP_02334	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
IDBKNKLP_02335	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
IDBKNKLP_02336	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
IDBKNKLP_02337	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
IDBKNKLP_02338	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
IDBKNKLP_02339	CDS	1017				hypothetical protein
IDBKNKLP_02340	CDS	327				hypothetical protein
IDBKNKLP_02341	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_02342	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_02343	CDS	492				hypothetical protein
IDBKNKLP_02344	CDS	693	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
IDBKNKLP_02345	CDS	1026	gspA_1		COG1442	General stress protein A
IDBKNKLP_02346	CDS	984	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IDBKNKLP_02347	CDS	1254	rfaL			O-antigen ligase
IDBKNKLP_02348	CDS	981	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
IDBKNKLP_02349	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
IDBKNKLP_02350	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
IDBKNKLP_02351	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
IDBKNKLP_02352	CDS	1026	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
IDBKNKLP_02353	CDS	1035	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IDBKNKLP_02354	CDS	960				hypothetical protein
IDBKNKLP_02355	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
IDBKNKLP_02356	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
IDBKNKLP_02357	CDS	432	yibN		COG0607	putative protein YibN
IDBKNKLP_02358	CDS	252	grxC		COG0695	Glutaredoxin 3
IDBKNKLP_02359	CDS	468	secB		COG1952	Protein-export protein SecB
IDBKNKLP_02360	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
IDBKNKLP_02361	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
IDBKNKLP_02362	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
IDBKNKLP_02363	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
IDBKNKLP_02364	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IDBKNKLP_02365	CDS	1656	lldP		COG1620	L-lactate permease
IDBKNKLP_02366	CDS	4851	ehaG		COG5295	Autotransporter adhesin EhaG
IDBKNKLP_02367	CDS	684	sadB			Inner membrane lipoprotein SadB
IDBKNKLP_02368	CDS	363	yibL			putative protein YibL
IDBKNKLP_02369	CDS	210				hypothetical protein
IDBKNKLP_02370	CDS	588	mtlR		COG3722	Mannitol operon repressor
IDBKNKLP_02371	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
IDBKNKLP_02372	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
IDBKNKLP_02373	CDS	363	yiaW_1			Inner membrane protein YiaW
IDBKNKLP_02374	CDS	1137	yibH		COG1566	Inner membrane protein YibH
IDBKNKLP_02375	CDS	318				hypothetical protein
IDBKNKLP_02376	CDS	462				hypothetical protein
IDBKNKLP_02377	CDS	939				hypothetical protein
IDBKNKLP_02378	CDS	843	yibA_1			Protein YibA
IDBKNKLP_02379	CDS	738				hypothetical protein
IDBKNKLP_02380	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
IDBKNKLP_02381	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
IDBKNKLP_02382	CDS	555	ycdY		COG3381	Chaperone protein YcdY
IDBKNKLP_02383	CDS	522	ycdZ			Inner membrane protein YcdZ
IDBKNKLP_02384	CDS	834	csgG		COG1462	Curli production assembly/transport component CsgG
IDBKNKLP_02385	CDS	417	csgF			Curli production assembly/transport component CsgF
IDBKNKLP_02386	CDS	390	csgE			Curli production assembly/transport component CsgE
IDBKNKLP_02387	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
IDBKNKLP_02388	CDS	456	csgB			Minor curlin subunit
IDBKNKLP_02389	CDS	456	csgA			Major curlin subunit
IDBKNKLP_02390	CDS	333	csgC			Curli assembly protein CsgC
IDBKNKLP_02391	CDS	312	ymdA			putative protein YmdA
IDBKNKLP_02392	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
IDBKNKLP_02393	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
IDBKNKLP_02394	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
IDBKNKLP_02395	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
IDBKNKLP_02396	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
IDBKNKLP_02397	CDS	228				hypothetical protein
IDBKNKLP_02398	CDS	375				hypothetical protein
IDBKNKLP_02399	CDS	1227	sbnD			Staphyloferrin B transporter
IDBKNKLP_02400	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
IDBKNKLP_02401	CDS	1053				hypothetical protein
IDBKNKLP_02402	CDS	576	yceI		COG2353	Protein YceI
IDBKNKLP_02403	CDS	567	yceJ		COG3038	Cytochrome b561 
IDBKNKLP_02404	CDS	114	yceO			putative protein YceO
IDBKNKLP_02405	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
IDBKNKLP_02406	CDS	258	bssS			Biofilm regulator BssS
IDBKNKLP_02407	CDS	246	dinI			DNA damage-inducible protein I
IDBKNKLP_02408	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
IDBKNKLP_02409	CDS	561	yceB			putative lipoprotein YceB
IDBKNKLP_02410	CDS	648	grxB		COG2999	Glutaredoxin 2
IDBKNKLP_02411	CDS	1209	mdtH			Multidrug resistance protein MdtH
IDBKNKLP_02412	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
IDBKNKLP_02413	CDS	648				hypothetical protein
IDBKNKLP_02414	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
IDBKNKLP_02415	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
IDBKNKLP_02416	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
IDBKNKLP_02417	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
IDBKNKLP_02418	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
IDBKNKLP_02419	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
IDBKNKLP_02420	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
IDBKNKLP_02421	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
IDBKNKLP_02422	CDS	1206	flgE		COG1749	Flagellar hook protein FlgE
IDBKNKLP_02423	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
IDBKNKLP_02424	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
IDBKNKLP_02425	CDS	699	flgH			Flagellar L-ring protein
IDBKNKLP_02426	CDS	1098	flgI			Flagellar P-ring protein
IDBKNKLP_02427	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
IDBKNKLP_02428	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
IDBKNKLP_02429	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
IDBKNKLP_02430	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
IDBKNKLP_02431	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
IDBKNKLP_02432	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
IDBKNKLP_02433	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
IDBKNKLP_02434	CDS	174	rpmF		COG0333	50S ribosomal protein L32
IDBKNKLP_02435	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IDBKNKLP_02436	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
IDBKNKLP_02437	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
IDBKNKLP_02438	CDS	735	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IDBKNKLP_02439	CDS	237	acpP_2			Acyl carrier protein
IDBKNKLP_02440	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
IDBKNKLP_02441	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
IDBKNKLP_02442	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
IDBKNKLP_02443	CDS	642	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
IDBKNKLP_02444	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
IDBKNKLP_02445	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
IDBKNKLP_02446	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
IDBKNKLP_02447	CDS	2190	fhuE		COG4773	FhuE receptor
IDBKNKLP_02448	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
IDBKNKLP_02449	CDS	378				hypothetical protein
IDBKNKLP_02450	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
IDBKNKLP_02451	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
IDBKNKLP_02452	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
IDBKNKLP_02453	CDS	543				hypothetical protein
IDBKNKLP_02454	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
IDBKNKLP_02455	CDS	540				hypothetical protein
IDBKNKLP_02456	CDS	696	comR			HTH-type transcriptional repressor ComR
IDBKNKLP_02457	CDS	258	bhsA_2			Multiple stress resistance protein BhsA
IDBKNKLP_02458	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
IDBKNKLP_02459	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
IDBKNKLP_02460	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
IDBKNKLP_02461	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
IDBKNKLP_02462	CDS	702	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
IDBKNKLP_02463	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
IDBKNKLP_02464	CDS	432	nagK_1	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
IDBKNKLP_02465	CDS	276			COG1662	IS1 family transposase IS1A
IDBKNKLP_02466	CDS	378			COG1662	IS1 family transposase IS1R
IDBKNKLP_02467	CDS	441	nagK_2	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
IDBKNKLP_02468	CDS	840	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
IDBKNKLP_02469	CDS	789	ycfZ			Inner membrane protein YcfZ
IDBKNKLP_02470	CDS	408	ymfA			Inner membrane protein YmfA
IDBKNKLP_02471	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IDBKNKLP_02472	CDS	795	ydcV_2			Inner membrane ABC transporter permease protein YdcV
IDBKNKLP_02473	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
IDBKNKLP_02474	CDS	1137	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IDBKNKLP_02475	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
IDBKNKLP_02476	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
IDBKNKLP_02477	CDS	1461	phoQ	2.7.13.3	COG0642	Sensor protein PhoQ
IDBKNKLP_02478	CDS	672	phoP			Transcriptional regulatory protein PhoP
IDBKNKLP_02479	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IDBKNKLP_02480	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
IDBKNKLP_02481	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IDBKNKLP_02482	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
IDBKNKLP_02483	CDS	654	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IDBKNKLP_02484	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IDBKNKLP_02485	CDS	405	ydfO		COG5562	putative protein YdfO
IDBKNKLP_02486	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
IDBKNKLP_02487	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
IDBKNKLP_02488	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
IDBKNKLP_02489	CDS	267	ariR			putative two-component-system connector protein AriR
IDBKNKLP_02490	CDS	249	ymgC			putative protein YmgC
IDBKNKLP_02491	CDS	1524	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
IDBKNKLP_02492	CDS	219	ymgF			Inner membrane protein YmgF
IDBKNKLP_02493	CDS	1521				hypothetical protein
IDBKNKLP_02494	CDS	1017	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
IDBKNKLP_02495	CDS	330	ymgD			putative protein YmgD
IDBKNKLP_02496	CDS	285				hypothetical protein
IDBKNKLP_02497	CDS	267	minE		COG0851	Cell division topological specificity factor
