locus_tag	ftype	length_bp	gene	EC_number	COG	product
APGBGNDD_00725	CDS	1311	obg	3.6.5.-	COG0536	GTPase Obg
APGBGNDD_00726	CDS	159				hypothetical protein
APGBGNDD_00727	CDS	1260	murA1_1	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
APGBGNDD_00728	CDS	552				hypothetical protein
APGBGNDD_00729	CDS	1278				hypothetical protein
APGBGNDD_00730	CDS	861	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
APGBGNDD_00731	CDS	285				hypothetical protein
APGBGNDD_00732	CDS	183			COG3039	IS5 family transposase ISSpn7
APGBGNDD_00733	CDS	207			COG3039	IS5 family transposase ISSpn7
APGBGNDD_00734	CDS	390			COG3039	IS5 family transposase IS1381
APGBGNDD_00735	CDS	2292	pcrA	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
APGBGNDD_00736	CDS	681				hypothetical protein
APGBGNDD_00737	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
APGBGNDD_00738	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
APGBGNDD_00739	CDS	144				hypothetical protein
APGBGNDD_00740	CDS	348				hypothetical protein
APGBGNDD_00741	CDS	1116	iscS_1	2.8.1.7		Cysteine desulfurase IscS
APGBGNDD_00742	CDS	960	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
APGBGNDD_00743	CDS	570	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
APGBGNDD_00744	CDS	672	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
APGBGNDD_00745	CDS	819	nadK	2.7.1.23	COG0061	NAD kinase
APGBGNDD_00746	CDS	897	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
APGBGNDD_00747	CDS	975	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
APGBGNDD_00748	CDS	300			COG0718	Nucleoid-associated protein
APGBGNDD_00749	CDS	687				hypothetical protein
APGBGNDD_00750	CDS	315	rplU		COG0261	50S ribosomal protein L21
APGBGNDD_00751	CDS	345				hypothetical protein
APGBGNDD_00752	CDS	294	rpmA		COG0211	50S ribosomal protein L27
APGBGNDD_00753	CDS	918	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
APGBGNDD_00754	CDS	849				hypothetical protein
APGBGNDD_00755	CDS	840			COG1307	DegV domain-containing protein
APGBGNDD_00756	CDS	276	hup		COG0776	DNA-binding protein HU
APGBGNDD_00757	CDS	744	strA	3.4.22.-	COG3764	Sortase A
APGBGNDD_00758	CDS	2469	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
APGBGNDD_00759	CDS	987	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
APGBGNDD_00760	CDS	3255				hypothetical protein
APGBGNDD_00761	CDS	1872				hypothetical protein
APGBGNDD_00762	CDS	264				hypothetical protein
APGBGNDD_00763	CDS	243				hypothetical protein
APGBGNDD_00764	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
APGBGNDD_00765	CDS	1350	walK	2.7.13.3		Sensor histidine kinase WalK
APGBGNDD_00766	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
APGBGNDD_00767	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
APGBGNDD_00768	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
APGBGNDD_00769	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
APGBGNDD_00770	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
APGBGNDD_00771	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
APGBGNDD_00772	CDS	528	niaX			Niacin transporter NiaX
APGBGNDD_00773	CDS	516	niaR		COG1827	putative transcription repressor NiaR
APGBGNDD_00774	CDS	468				hypothetical protein
APGBGNDD_00775	CDS	489				hypothetical protein
APGBGNDD_00776	CDS	564				hypothetical protein
APGBGNDD_00777	CDS	1989	uvrB			UvrABC system protein B
APGBGNDD_00778	CDS	954				hypothetical protein
APGBGNDD_00779	CDS	2166				hypothetical protein
APGBGNDD_00780	CDS	741	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
APGBGNDD_00781	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
APGBGNDD_00782	CDS	1278				hypothetical protein
APGBGNDD_00783	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
APGBGNDD_00784	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
APGBGNDD_00785	CDS	3540	smc		COG1196	Chromosome partition protein Smc
APGBGNDD_00786	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
APGBGNDD_00787	tRNA	74				tRNA-Arg(ccg)
APGBGNDD_00788	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
APGBGNDD_00789	CDS	1380				hypothetical protein
APGBGNDD_00790	CDS	1779				hypothetical protein
APGBGNDD_00791	CDS	2181	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
APGBGNDD_00792	CDS	816	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
APGBGNDD_00793	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
APGBGNDD_00794	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
APGBGNDD_00795	CDS	936	pyrDA	1.3.98.1	COG0167	putative dihydroorotate dehydrogenase A (fumarate)
APGBGNDD_00796	CDS	1038	yqeN		COG1466	putative protein YqeN
APGBGNDD_00797	CDS	606	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
APGBGNDD_00798	CDS	531				hypothetical protein
APGBGNDD_00799	CDS	1086	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
APGBGNDD_00800	CDS	483				hypothetical protein
APGBGNDD_00801	CDS	1542	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
APGBGNDD_00802	CDS	804				hypothetical protein
APGBGNDD_00803	CDS	222				hypothetical protein
APGBGNDD_00804	CDS	273	rpsP		COG0228	30S ribosomal protein S16
APGBGNDD_00805	CDS	240				hypothetical protein
APGBGNDD_00806	CDS	789				hypothetical protein
APGBGNDD_00807	CDS	519	rimM			Ribosome maturation factor RimM
APGBGNDD_00808	CDS	720	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
APGBGNDD_00809	CDS	339				hypothetical protein
APGBGNDD_00810	CDS	321				hypothetical protein
APGBGNDD_00811	CDS	216				hypothetical protein
APGBGNDD_00812	CDS	189				hypothetical protein
APGBGNDD_00813	CDS	537	bioY2		COG1268	Biotin transporter BioY2
APGBGNDD_00814	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
APGBGNDD_00815	CDS	1200	yknX		COG0845	Putative efflux system component YknX
APGBGNDD_00816	CDS	702	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
APGBGNDD_00817	CDS	1260	yknZ		COG0577	putative ABC transporter permease YknZ
APGBGNDD_00818	CDS	1998	metG	6.1.1.10		Methionine--tRNA ligase
APGBGNDD_00819	CDS	282				hypothetical protein
APGBGNDD_00820	CDS	321				hypothetical protein
APGBGNDD_00821	CDS	816				hypothetical protein
APGBGNDD_00822	CDS	927	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
APGBGNDD_00823	CDS	237				hypothetical protein
APGBGNDD_00824	CDS	699		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
APGBGNDD_00825	CDS	207				hypothetical protein
APGBGNDD_00826	CDS	255				hypothetical protein
APGBGNDD_00827	CDS	870				hypothetical protein
APGBGNDD_00828	CDS	441				hypothetical protein
APGBGNDD_00829	CDS	2547	pepN	3.4.11.2		Aminopeptidase N
APGBGNDD_00830	CDS	675	arlR_1		COG0745	Response regulator ArlR
APGBGNDD_00831	CDS	1335				hypothetical protein
APGBGNDD_00832	CDS	288				hypothetical protein
APGBGNDD_00833	CDS	930				hypothetical protein
APGBGNDD_00834	CDS	504				ISL3 family transposaseA
APGBGNDD_00835	CDS	117				hypothetical protein
APGBGNDD_00836	CDS	174	leuD_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
APGBGNDD_00837	CDS	141	leuD_2	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
APGBGNDD_00838	CDS	270				hypothetical protein
APGBGNDD_00839	CDS	696	leuB_1	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
APGBGNDD_00840	CDS	318	leuB_2	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
APGBGNDD_00841	CDS	420	leuA_1	2.3.3.13		2-isopropylmalate synthase
APGBGNDD_00842	CDS	633	leuA_2	2.3.3.13		2-isopropylmalate synthase
APGBGNDD_00843	CDS	657				hypothetical protein
APGBGNDD_00844	CDS	633	cutC_2		COG3142	Copper homeostasis protein CutC
APGBGNDD_00845	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
APGBGNDD_00846	CDS	2088	topA	5.6.2.1		DNA topoisomerase 1
APGBGNDD_00847	CDS	1044				hypothetical protein
APGBGNDD_00848	CDS	849	dprA		COG0758	DNA processing protein DprA
APGBGNDD_00849	CDS	690				hypothetical protein
APGBGNDD_00850	CDS	879				hypothetical protein
APGBGNDD_00851	CDS	870				hypothetical protein
APGBGNDD_00852	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
APGBGNDD_00853	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
APGBGNDD_00854	CDS	1488				hypothetical protein
APGBGNDD_00855	CDS	804				hypothetical protein
APGBGNDD_00856	CDS	810				hypothetical protein
APGBGNDD_00857	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
APGBGNDD_00858	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
APGBGNDD_00859	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
APGBGNDD_00860	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
APGBGNDD_00861	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
APGBGNDD_00862	CDS	543				hypothetical protein
APGBGNDD_00863	CDS	1560	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
APGBGNDD_00864	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
APGBGNDD_00865	CDS	561	lemA		COG1704	Protein LemA
APGBGNDD_00866	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
APGBGNDD_00867	CDS	1284	pyrP			Uracil permease
APGBGNDD_00868	CDS	1572	ffh		COG0541	Signal recognition particle protein
APGBGNDD_00869	CDS	333				hypothetical protein
APGBGNDD_00870	CDS	378				hypothetical protein
APGBGNDD_00871	CDS	1305				hypothetical protein
APGBGNDD_00872	CDS	807		3.1.3.-		Putative phosphatase
APGBGNDD_00873	tRNA	72				tRNA-Arg(cct)
APGBGNDD_00874	CDS	348	rplS		COG0335	50S ribosomal protein L19
APGBGNDD_00875	CDS	330	crcB		COG0239	Putative fluoride ion transporter CrcB
APGBGNDD_00876	CDS	375				hypothetical protein
APGBGNDD_00877	CDS	267				hypothetical protein
APGBGNDD_00878	CDS	573				hypothetical protein
APGBGNDD_00879	CDS	849	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
APGBGNDD_00880	CDS	279				hypothetical protein
APGBGNDD_00881	CDS	2064	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
APGBGNDD_00882	CDS	1257	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
APGBGNDD_00883	CDS	2466				hypothetical protein
APGBGNDD_00884	CDS	912	yicL_1		COG0697	putative inner membrane transporter YicL
APGBGNDD_00885	CDS	699	dapH	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
APGBGNDD_00886	CDS	1131	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
APGBGNDD_00887	CDS	540	yqgN		COG0212	putative protein YqgN
APGBGNDD_00888	CDS	678	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
APGBGNDD_00889	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
APGBGNDD_00890	CDS	1017	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
APGBGNDD_00891	CDS	441				hypothetical protein
APGBGNDD_00892	CDS	426				IS1380 family transposase ISSpn5
APGBGNDD_00893	CDS	651	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU 
APGBGNDD_00894	CDS	753	pstB3_3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
APGBGNDD_00895	CDS	816				hypothetical protein
APGBGNDD_00896	CDS	864				hypothetical protein
APGBGNDD_00897	CDS	876	pstS2		COG0226	Phosphate-binding protein PstS 2
APGBGNDD_00898	CDS	1332				hypothetical protein
APGBGNDD_00899	CDS	708	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
APGBGNDD_00900	CDS	555				hypothetical protein
APGBGNDD_00901	CDS	156				hypothetical protein
APGBGNDD_00902	CDS	300			COG3039	IS5 family transposase ISSpn7
APGBGNDD_00903	CDS	1692	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
APGBGNDD_00904	CDS	447	argR_1		COG1438	Arginine regulator
APGBGNDD_00905	CDS	2535	mutS		COG0249	DNA mismatch repair protein MutS
APGBGNDD_00906	CDS	1695			COG1132	putative ABC transporter ATP-binding protein
APGBGNDD_00907	CDS	309				hypothetical protein
APGBGNDD_00908	CDS	1767			COG1132	putative ABC transporter ATP-binding protein
APGBGNDD_00909	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
APGBGNDD_00910	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
APGBGNDD_00911	CDS	1461	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
APGBGNDD_00912	CDS	435				hypothetical protein
APGBGNDD_00913	CDS	519				ISL3 family transposase IS1167
APGBGNDD_00914	CDS	711	treR		COG2188	HTH-type transcriptional regulator TreR
APGBGNDD_00915	CDS	1968				hypothetical protein
APGBGNDD_00916	CDS	1626	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
APGBGNDD_00917	CDS	249				hypothetical protein
APGBGNDD_00918	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
APGBGNDD_00919	CDS	972				hypothetical protein
APGBGNDD_00920	CDS	522				hypothetical protein
APGBGNDD_00921	CDS	462				hypothetical protein
APGBGNDD_00922	CDS	735			COG0582	Tyrosine recombinase XerD-like protein
APGBGNDD_00923	CDS	729	scpA			Segregation and condensation protein A
APGBGNDD_00924	CDS	570	scpB			Segregation and condensation protein B
APGBGNDD_00925	CDS	723	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
APGBGNDD_00926	CDS	243			COG0759	Putative membrane protein insertion efficiency factor
APGBGNDD_00927	CDS	966	yclQ		COG4607	Petrobactin-binding protein YclQ
APGBGNDD_00928	CDS	753	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
APGBGNDD_00929	CDS	957	yclO		COG4605	Petrobactin import system permease protein YclO
APGBGNDD_00930	CDS	960	yclN		COG4606	Petrobactin import system permease protein YclN
APGBGNDD_00931	CDS	111				hypothetical protein
APGBGNDD_00932	CDS	720	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
APGBGNDD_00933	CDS	1065	pepA_1	3.4.11.7	COG1363	Glutamyl aminopeptidase
APGBGNDD_00934	CDS	297				hypothetical protein
APGBGNDD_00935	CDS	444				hypothetical protein
APGBGNDD_00936	CDS	765				hypothetical protein
APGBGNDD_00937	CDS	729	opuBA		COG1125	Choline transport ATP-binding protein OpuBA
APGBGNDD_00938	CDS	1521				hypothetical protein
APGBGNDD_00939	CDS	807				hypothetical protein
APGBGNDD_00940	CDS	537				hypothetical protein
APGBGNDD_00941	CDS	891	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
APGBGNDD_00942	CDS	354	adhR		COG0789	HTH-type transcriptional regulator AdhR
APGBGNDD_00943	CDS	1038	adh_2	1.1.1.1	COG1063	Alcohol dehydrogenase
APGBGNDD_00944	CDS	1008	melR		COG1609	HTH-type transcriptional repressor MelR
APGBGNDD_00945	CDS	1179	galK	2.7.1.6	COG0153	Galactokinase
APGBGNDD_00946	CDS	1482				hypothetical protein
APGBGNDD_00947	CDS	405	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
APGBGNDD_00948	CDS	1548				hypothetical protein
APGBGNDD_00949	CDS	462				hypothetical protein
APGBGNDD_00950	CDS	1221				hypothetical protein
APGBGNDD_00951	CDS	936				hypothetical protein
APGBGNDD_00952	CDS	684	artQ		COG0765	Arginine transport system permease protein ArtQ
APGBGNDD_00953	CDS	735	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
APGBGNDD_00954	CDS	858	folD			Bifunctional protein FolD protein
APGBGNDD_00955	CDS	873	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
APGBGNDD_00956	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
APGBGNDD_00957	CDS	1212	deoB	5.4.2.7	COG1015	Phosphopentomutase
APGBGNDD_00958	CDS	543				hypothetical protein
APGBGNDD_00959	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
APGBGNDD_00960	CDS	993				hypothetical protein
APGBGNDD_00961	CDS	513				hypothetical protein
APGBGNDD_00962	CDS	711	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
APGBGNDD_00963	CDS	354				hypothetical protein
APGBGNDD_00964	CDS	237	rpsT		COG0268	30S ribosomal protein S20
APGBGNDD_00965	CDS	921	coaA	2.7.1.33	COG1072	Pantothenate kinase
APGBGNDD_00966	CDS	237				hypothetical protein
APGBGNDD_00967	CDS	591	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
APGBGNDD_00968	CDS	1278	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
APGBGNDD_00969	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
APGBGNDD_00970	CDS	390	cdd	3.5.4.5	COG0295	Cytidine deaminase
APGBGNDD_00971	CDS	1053	tmpC		COG1744	Membrane lipoprotein TmpC
APGBGNDD_00972	CDS	1536	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
APGBGNDD_00973	CDS	1059	rfuC		COG4603	putative riboflavin import permease protein RfuC
APGBGNDD_00974	CDS	957				hypothetical protein
APGBGNDD_00975	CDS	213				IS3 family transposase ISSpn11
APGBGNDD_00976	CDS	168				hypothetical protein
APGBGNDD_00977	CDS	834				IS3 family transposase ISSpn11
APGBGNDD_00978	CDS	642	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
APGBGNDD_00979	CDS	1944	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
APGBGNDD_00980	CDS	108				hypothetical protein
APGBGNDD_00981	CDS	2436	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
APGBGNDD_00982	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
APGBGNDD_00983	CDS	705	sarA_2		COG4166	Oligopeptide-binding protein SarA
APGBGNDD_00984	CDS	690				hypothetical protein
APGBGNDD_00985	CDS	924				hypothetical protein
APGBGNDD_00986	CDS	645	pcp_2	3.4.19.3		Pyrrolidone-carboxylate peptidase
APGBGNDD_00987	CDS	231				hypothetical protein
APGBGNDD_00988	tRNA	81				tRNA-Tyr(gta)
APGBGNDD_00989	tRNA	72				tRNA-Gln(ttg)
APGBGNDD_00990	CDS	1203	rpsA		COG0539	30S Ribosomal protein S1
APGBGNDD_00991	CDS	1329	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
APGBGNDD_00992	CDS	468	tadA	3.5.4.33		tRNA-specific adenosine deaminase
APGBGNDD_00993	CDS	444	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
APGBGNDD_00994	CDS	558				hypothetical protein
APGBGNDD_00995	CDS	1263	radA	3.6.4.-	COG1066	DNA repair protein RadA
APGBGNDD_00996	CDS	498	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
APGBGNDD_00997	CDS	285				hypothetical protein
APGBGNDD_00998	CDS	477				hypothetical protein
APGBGNDD_00999	CDS	969	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
APGBGNDD_01000	CDS	480				hypothetical protein
APGBGNDD_01001	CDS	234				hypothetical protein
APGBGNDD_01002	CDS	258				hypothetical protein
APGBGNDD_01003	CDS	2670	polA	2.7.7.7		DNA polymerase I
APGBGNDD_01004	CDS	438	yccU		COG1832	putative protein YccU
APGBGNDD_01005	CDS	1011				hypothetical protein
APGBGNDD_01006	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
APGBGNDD_01007	CDS	771	recO		COG1381	DNA repair protein RecO
APGBGNDD_01008	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
APGBGNDD_01009	CDS	234	acpP		COG0236	Acyl carrier protein
APGBGNDD_01010	CDS	294			COG3039	IS5 family transposase ISSpn7
APGBGNDD_01011	CDS	345	lacX			Protein LacX, plasmid
APGBGNDD_01012	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
APGBGNDD_01013	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
APGBGNDD_01014	CDS	930	lacC_1	2.7.1.144		Tagatose-6-phosphate kinase
APGBGNDD_01015	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
APGBGNDD_01016	CDS	837	licT		COG3711	Transcription antiterminator LicT
APGBGNDD_01017	CDS	318	lacF_2			PTS system lactose-specific EIIA component
APGBGNDD_01018	CDS	1692	lacE_1			PTS system lactose-specific EIICB component
APGBGNDD_01019	CDS	1407	lacG	3.2.1.85		6-phospho-beta-galactosidase
APGBGNDD_01020	CDS	258				hypothetical protein
APGBGNDD_01021	CDS	762	lacR_1			Lactose phosphotransferase system repressor
APGBGNDD_01022	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
APGBGNDD_01023	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
APGBGNDD_01024	CDS	219	nrdH		COG0695	Glutaredoxin-like protein NrdH
APGBGNDD_01025	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
APGBGNDD_01026	CDS	1725	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
APGBGNDD_01027	CDS	213				IS3 family transposase ISSpn11
APGBGNDD_01028	CDS	1971	tkt_2	2.2.1.1		Transketolase
APGBGNDD_01029	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
APGBGNDD_01030	CDS	1086	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
APGBGNDD_01031	CDS	312	manP		COG1299	PTS system mannose-specific EIIBCA component
APGBGNDD_01032	CDS	450	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
APGBGNDD_01033	CDS	429				hypothetical protein
APGBGNDD_01034	CDS	1464	manR		COG1762	Transcriptional regulator ManR
APGBGNDD_01035	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
APGBGNDD_01036	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
APGBGNDD_01037	CDS	615				hypothetical protein
APGBGNDD_01038	CDS	270	rpsO		COG0184	30S ribosomal protein S15
APGBGNDD_01039	CDS	630				hypothetical protein
APGBGNDD_01040	CDS	201				hypothetical protein
APGBGNDD_01041	CDS	141				hypothetical protein
APGBGNDD_01042	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
APGBGNDD_01043	CDS	975	graS	2.7.13.3	COG0642	Sensor histidine kinase GraS
APGBGNDD_01044	CDS	678	graR		COG0745	Response regulator protein GraR
APGBGNDD_01045	CDS	1074				hypothetical protein
APGBGNDD_01046	CDS	303				hypothetical protein
APGBGNDD_01047	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
APGBGNDD_01048	CDS	843				hypothetical protein
APGBGNDD_01049	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
APGBGNDD_01050	CDS	393				hypothetical protein
APGBGNDD_01051	CDS	414				hypothetical protein
APGBGNDD_01052	CDS	114				hypothetical protein
APGBGNDD_01053	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
APGBGNDD_01054	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
APGBGNDD_01055	CDS	630		3.-.-.-		putative metallo-hydrolase
APGBGNDD_01056	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
APGBGNDD_01057	CDS	1839	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
APGBGNDD_01058	CDS	1416	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
APGBGNDD_01059	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
APGBGNDD_01060	CDS	510	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
APGBGNDD_01061	CDS	2406	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
APGBGNDD_01062	CDS	1002				hypothetical protein
APGBGNDD_01063	CDS	495			COG2826	IS30 family transposase ISSpn8
APGBGNDD_01064	CDS	198				hypothetical protein
APGBGNDD_01065	CDS	2250	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
APGBGNDD_01066	CDS	867	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
APGBGNDD_01067	CDS	2214	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
APGBGNDD_01068	CDS	618	cysE	2.3.1.30	COG1045	Serine acetyltransferase
APGBGNDD_01069	CDS	885				hypothetical protein
APGBGNDD_01070	CDS	1344	cysS	6.1.1.16		Cysteine--tRNA ligase
APGBGNDD_01071	CDS	387	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
APGBGNDD_01072	CDS	885	lrp			Leucine-rich protein
APGBGNDD_01073	CDS	600				hypothetical protein
APGBGNDD_01074	CDS	1278				hypothetical protein
APGBGNDD_01075	CDS	648			COG1136	putative ABC transporter ATP-binding protein
APGBGNDD_01076	CDS	1380				hypothetical protein
APGBGNDD_01077	CDS	657	regX3		COG0745	Sensory transduction protein regX3
APGBGNDD_01078	CDS	1329				hypothetical protein
APGBGNDD_01079	CDS	882	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
APGBGNDD_01080	CDS	351				ISL3 family transposase IS1167
APGBGNDD_01081	CDS	3102				hypothetical protein
APGBGNDD_01082	CDS	1008	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
APGBGNDD_01083	CDS	1506	pyk	2.7.1.40	COG0469	Pyruvate kinase
APGBGNDD_01084	CDS	873				hypothetical protein
APGBGNDD_01085	CDS	384			COG3039	IS5 family transposase ISSpn7
